Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,PSAR
2023-08-14,402.84452249787853,,0.1,0,409.0564577005933
2023-08-16,404.77506964809066,,0.1,0,410.9751649604746
2023-08-17,406.5125620832816,,0.1,0,412.51013076837967
2023-08-18,,422.149994,0.02,1,418.649994
2023-08-21,,421.86699412,0.02,0,418.51099436
2023-08-22,,421.58965423760003,0.02,0,418.2385550656
2023-08-23,,421.317861152848,0.02,0,417.846242481664
2023-08-24,,421.05150392979107,0.02,0,417.3545440431309
2023-08-25,,420.79047385119526,0.04,0,416.7890908388178
2023-08-28,,420.24285513714744,0.04,0,415.93840137815965
2023-08-29,,419.7171411716615,0.04,0,414.8340235052173
2023-08-30,,419.21245576479504,0.06,0,413.74857782438255
2023-08-31,,418.45870805890735,0.08,0,412.56983597599367
2023-09-01,406.450012,,0.02,1,407.200012
2023-09-04,406.450012,,0.04,0,407.38301188
2023-09-05,407.5,,0.06,0,408.4516916448
2023-09-06,409.3,,0.06,0,409.990590506112
2023-09-07,410.992,,0.06,0,411.91934374562305
2023-09-08,412.58248000000003,,0.06,0,414.1374099710607
2023-09-11,414.0775312,,0.06,0,416.5329214945334
