Date,PSARl_0.02_0.2,PSARs_0.02_0.2,PSARaf_0.02_0.2,PSARr_0.02_0.2,PSAR
2023-07-25,,499.700012,0.04,0,491.73399424
2023-07-26,,499.700012,0.04,0,490.55663399040003
2023-07-27,,497.92801128,0.04,0,488.86123523097604
2023-07-28,,496.2268905888,0.04,0,486.73633545249794
2023-07-31,,494.593814725248,0.04,0,484.2927007072482
2023-08-01,,493.0260618962381,0.04,0,481.6535751823784
2023-08-02,,491.5210191803886,0.04,0,478.9440729768454
2023-08-03,,490.07617817317305,0.06,0,475.92902226055014
2023-08-04,,487.92960676278267,0.08,0,472.3507960936511
2023-08-07,,485.23523822176,0.1,0,468.8706392749209
2023-08-08,,481.80671559958404,0.1,0,466.0765102199367
2023-08-09,,478.72104523962565,0.12000000000000001,0,463.33120937594936
2023-08-10,,474.90251909087056,0.12000000000000001,0,461.1349687007595
2023-08-11,,471.54221607996607,0.14,0,459.2579749606076
2023-08-14,,467.7913058287708,0.14,0,457.1563799684861
2023-08-16,,464.5655230127429,0.14,0,455.47510397478885
2023-08-17,,461.7913497909589,0.16,0,454.1300831798311
2023-08-18,,458.3047338244055,0.18,0,451.5040665438649
2023-08-21,,454.73988173601253,0.18,0,449.40325323509194
2023-08-22,438.5,,0.02,1,441.0
2023-08-23,438.83299988,,0.04,0,441.265
2023-08-24,439.5056796448,,0.04,0,441.7844
2023-08-25,440.15145221900804,,0.04,0,442.532336
2023-08-28,440.77139389024774,,0.04,0,454.25
2023-08-29,,455.649994,0.02,1,453.73599976
2023-08-30,,455.32099436,0.02,0,452.9178401344
2023-08-31,,454.9985747128,0.04,0,451.89241340364805
2023-09-01,,454.242631964288,0.04,0,450.6731732632833
2023-09-04,,453.5169269257165,0.04,0,449.3563939116893
2023-09-05,,452.8202500886879,0.04,0,447.69649876405276
2023-09-06,,452.15144032514036,0.04,0,437.5
2023-09-07,,451.50938295213473,0.04,0,437.89800048
2023-09-08,,450.8930078740493,0.04,0,438.4711211712
