Date,ISA_9,ISB_26,ITS_9,IKS_26,ICS_26
2023-06-06,418.5125045,414.350006,411.899994,423.849991,435.200012
2023-06-07,425.77500150000003,415.449997,414.550003,422.349991,446.950012
2023-06-08,426.03749849999997,415.449997,415.175003,422.349991,447.100006
2023-06-09,426.03749849999997,415.449997,415.175003,422.349991,444.5
2023-06-12,426.074997,415.449997,415.175003,422.349991,439.200012
2023-06-13,427.81249249999996,415.449997,415.949997,422.25,441.549988
2023-06-14,427.93749249999996,415.449997,421.024994,420.324997,434.5
2023-06-15,427.93749249999996,415.449997,421.899994,415.899994,432.950012
2023-06-16,428.412491,415.449997,422.625,414.625,449.5
2023-06-19,424.474991,415.449997,422.925003,414.899994,449.0
2023-06-20,423.724991,415.449997,423.625,415.524994,451.399994
2023-06-21,424.837494,415.449997,423.625,415.524994,451.5
2023-06-22,426.099991,415.449997,423.625,415.524994,462.600006
2023-06-23,426.099991,415.449997,420.350006,415.524994,464.100006
2023-06-26,424.34999849999997,415.449997,420.350006,415.524994,454.5
2023-06-27,423.387497,415.449997,420.350006,415.524994,453.299988
2023-06-28,421.1749955,415.449997,420.350006,415.524994,457.0
2023-06-30,417.4249955,415.449997,420.350006,415.524994,464.850006
2023-07-03,415.7999955,415.449997,420.350006,418.175003,454.75
2023-07-04,415.7999955,415.449997,418.575012,418.800003,468.899994
2023-07-05,417.62499249999996,415.449997,418.200012,418.800003,468.899994
2023-07-06,417.62499249999996,415.449997,418.200012,418.800003,462.450012
2023-07-07,417.62499249999996,415.449997,418.575012,419.574997,450.799988
2023-07-10,417.62499249999996,415.449997,425.100006,421.825012,445.200012
2023-07-11,417.62499249999996,415.449997,425.425003,421.825012,447.600006
2023-07-12,417.87499249999996,415.449997,425.425003,421.825012,439.5
2023-07-13,417.87499249999996,415.449997,428.324997,423.475006,449.399994
2023-07-14,418.449997,417.425003,432.824997,427.975006,450.350006
2023-07-17,418.762497,417.949997,435.649994,430.800003,461.25
2023-07-18,418.762497,417.949997,435.649994,430.800003,456.5
2023-07-19,418.762497,418.024994,436.324997,430.800003,450.0
2023-07-20,419.09999849999997,419.649994,438.199997,430.800003,446.299988
2023-07-21,420.6749955,419.899994,438.199997,430.800003,456.049988
2023-07-24,418.899994,419.899994,438.199997,430.800003,456.75
2023-07-25,418.625,422.099991,442.175003,430.800003,459.850006
2023-07-26,418.91249849999997,422.099991,442.824997,430.800003,473.25
2023-07-27,419.574997,422.099991,445.550003,433.525009,486.649994
2023-07-28,419.574997,423.849991,445.550003,433.525009,486.100006
2023-07-31,419.574997,423.849991,447.375,435.350006,478.149994
2023-08-01,417.9375,423.849991,451.524994,439.875,475.100006
2023-08-02,417.9375,423.849991,451.524994,442.774994,476.149994
2023-08-03,417.9375,423.849991,451.524994,443.099991,484.850006
2023-08-04,417.9375,423.849991,453.274994,443.099991,
2023-08-07,417.9375,423.849991,457.474991,444.349991,
2023-08-08,419.2625045,423.849991,457.474991,444.349991,
2023-08-09,418.68750750000004,423.849991,457.474991,444.349991,
2023-08-10,418.50000750000004,423.849991,458.274994,444.349991,
2023-08-11,418.50000750000004,423.849991,458.274994,445.024994,
2023-08-14,419.0750045,423.849991,458.0,446.899994,
2023-08-16,423.462509,423.849991,455.0,446.899994,
2023-08-17,423.62500750000004,423.849991,455.0,446.899994,
2023-08-18,423.62500750000004,423.849991,454.574997,450.875,
2023-08-21,425.90000150000003,423.849991,454.574997,451.524994,
2023-08-22,430.40000150000003,423.149994,454.574997,451.524994,
2023-08-23,433.22499849999997,425.974991,454.574997,451.524994,
2023-08-24,433.22499849999997,425.974991,454.074997,451.524994,
2023-08-25,433.5625,425.974991,452.024994,451.524994,
2023-08-28,434.5,425.974991,452.024994,451.524994,
2023-08-29,434.5,425.974991,452.024994,451.524994,
2023-08-30,434.5,425.974991,452.024994,453.274994,
2023-08-31,436.487503,425.974991,452.899994,454.849991,
2023-09-01,436.8125,425.974991,462.0,458.324997,
2023-09-04,439.537506,428.699997,468.899994,465.224991,
2023-09-05,439.537506,428.699997,468.899994,465.224991,
2023-09-06,441.362503,430.524994,468.899994,465.224991,
2023-09-07,445.699997,434.674988,468.899994,465.224991,
2023-09-08,447.149994,434.674988,469.824997,465.224991,
2023-09-11,447.31249249999996,434.674988,474.024994,465.224991,
